	Statement	Label	Primary_Evidence	Secondary_Evidence
1765e523-eb49-41a3-a970-ab55a30ebd18	NCT00617942 had a lower total percentage of patients experiencing adverse events compared to NCT00388726.	Entailment	Adverse Events 1:  Total: 7/37 (18.92%)	Adverse Events 1:  Total: 130/503 (25.84%)
4450f58e-1193-422c-a9cb-09effe71c805	NCT00388726 had a lower total number of patients experiencing adverse events compared to NCT00617942.	Contradiction	Adverse Events 1:  Total: 7/37 (18.92%)	Adverse Events 1:  Total: 130/503 (25.84%)
37abbec9-0580-4450-af22-b1589d4d1d51	A 75 year old female patient, with an ECOG of 1 and an estimated life expectancy of more than a year would be eligible for NCT00388726.	Entailment	Inclusion Criteria:  Age >= 18 years.  Eastern Cooperative Oncology Group (ECOG) Performance Status of 0 to 2.  Life expectancy of >= 3 months.	
7d95fbb7-8273-416b-b41b-06ad5191651f	A 75 year old female patient, with an ECOG of 3 and an estimated life expectancy of more than a year would be eligible for NCT00388726.	Contradiction	Inclusion Criteria:  Age >= 18 years.  Eastern Cooperative Oncology Group (ECOG) Performance Status of 0 to 2.  Life expectancy of >= 3 months.	
c93580b7-da5e-4ffb-a21b-c847f814f89e	Female patients over 6 months pregnant cannot take part in either NCT00193180 or NCT00570323	Entailment	Inclusion Criteria:  All subjects must be female.  Postmenopausal status, defined as any one of the following criteria:  Documented history of bilateral oophorectomy.  Age 60 years or more.  Age 45 to 59 and satisfying one or more of the following criteria:  Amenorrhea for at least 12 months and intact uterus.  Amenorrhea for less than 12 months and a follicle stimulating hormone (FSH) and estradiol concentration within postmenopausal range including: patients who have had a hysterectomy and patients who have received hormone replacement.	Exclusion Criteria:  Pregnant or breast feeding females
9adb3813-993b-4c85-897b-0138ae330d24	Female patients with a womb cannot take part in either NCT00193180 or NCT00570323.	Contradiction	Inclusion Criteria:  All subjects must be female.  Postmenopausal status, defined as any one of the following criteria:  Documented history of bilateral oophorectomy.  Age 60 years or more.  Age 45 to 59 and satisfying one or more of the following criteria:  Amenorrhea for at least 12 months and intact uterus.  Amenorrhea for less than 12 months and a follicle stimulating hormone (FSH) and estradiol concentration within postmenopausal range including: patients who have had a hysterectomy and patients who have received hormone replacement.  Patients must have histologically confirmed invasive breast cancer with a primary tumor of 3 cm or more in greatest dimension as measured by clinical examination.  Estrogen receptor and/or progesterone receptor positive disease.  Patients must not have received any prior treatment for current or newly diagnosed breast cancer.  Patients must have not received previous treatment with any of the study medications or similar drugs.  No use of selective estrogen receptor modulators (SERM) such as raloxifene or similar agents in the past 2 years.  WHO performance status of 0, 1, or 2.  Adequate organ function defined as follows:  Adequate renal function, defined by a serum creatinine within 3 times the upper limits of normal.  Adequate liver function, defined by total bilirubin, AST, ALT, and alkaline phosphatase within 3 times the upper limits of normal.  Adequate bone marrow function, defined as a WBC greater than 3.0 ml, PLT greater than 75,000/ul, Hb greater than 9 gm/l.  Willing to undergo breast core biopsies as required by the study protocol. - Ability to understand and sign a written informed consent for participation in the trial.  Life expectancy of at least 1 year.Exclusion Criteria:  Premenopausal status.  Other coexisting malignancies with the exception of basal cell carcinoma or cervical cancer in situ.  Patients with brain metastasis.  WHO performance status of 3 or 4.  Is judged by the investigator, uncontrolled intercurrent illness including, but not limited to, ongoing or active infection, symptomatic congestive heart failure, unstable angina pectoris, significant cardiac arrhythmia, or psychiatric illness/social situations that would limit compliance with study requirements.  Evidence of any other significant clinical disorder or laboratory finding that makes it undesirable for the subject to participate in the clinical trial. - Concurrent treatment with estrogens or progestins. Patients must stop these drugs at least two weeks prior to study entry.  Treatment with a non-approved or investigational drug within 30 days before Day 1 of study treatment.  Platelet count less than 75,000.  In the opinion of the investigator, bleeding diathesis or anticoagulation therapy that would preclude intramuscular injections.  History of hypersensitivity to castor oil.  Any evidence of clinically active interstitial lung disease (patients with chronic stable radiographic changes who are asymptomatic need not be excluded) - Patients with recurrent breast cancer.  Patients with contralateral second primary breast cancers are eligible.	Inclusion Criteria:  To be included in this study, you must meet the following criteria:  Metastatic breast cancer confirmed by biopsy  No more than one prior chemotherapy regimen for metastatic breast cancer  Able to perform activities of daily living with minimal assistance  Adequate bone marrow, liver and kidney function  Age 18 years or older  Give written informed consentExclusion Criteria:  You cannot participate in this study if any of the following apply to you:  Moderate to severe peripheral neuropathy  Uncontrolled blood pressure or uncontrolled heart beat irregularities  Diabetes Mellitus with fasting blood sugar greater than 200 mg %  Significant heart disease within the prior 6 months  Severe or uncontrolled medical disease  Active uncontrolled infection  Known chronic liver disease  Known diagnosis of HIV infection  Pregnant or breast feeding females  Please note: There are additional inclusion/exclusion criteria. The study center will determine if you meet all of the criteria. If you do not qualify for the trial, study personnel will explain the reasons. If you do qualify, study personnel will explain the trial in detail and answer any questions you may have.
4d4ef1b5-127b-474c-bd56-d590ac56267c	A female patient over the age of 18 suffering from Cirrhosis cannot take part in NCT00193180.	Entailment	Inclusion Criteria:  Age 18 years or olderExclusion Criteria:  Known chronic liver disease	
5352f5f2-9cad-42dd-96ac-b9141ddeee9a	A female patient over the age of 18 suffering from chronic viral hepatitis would be eligible for NCT00193180.	Contradiction	Inclusion Criteria:  Age 18 years or olderExclusion Criteria:  Known chronic liver disease	
ffa537c8-bd14-4b5a-a017-46bf518ea821	Patients with a positive FISH result are eligible for NCT00392392, but not for NCT00971737.	Entailment	DISEASE CHARACTERISTICS:  Histologically confirmed adenocarcinoma of the breast  Does not overexpress HER-2/neu, defined as FISH negative or 0, 1+, or 2+ by IHC  Stage IV disease	Inclusion Criteria:  FISH+ HER2 gene amplified breast cancer
9444b625-d96f-4afe-84a4-27f6b950975e	Patients with tumors overexpressing HER-2 are eligible for NCT00392392, but not for NCT00971737.	Contradiction	DISEASE CHARACTERISTICS:  Histologically confirmed adenocarcinoma of the breast  Does not overexpress HER-2/neu, defined as FISH negative or 0, 1+, or 2+ by IHC  Stage IV disease	Inclusion Criteria:  FISH+ HER2 gene amplified breast cancer
8dafa80f-c66d-48dd-89d2-2e865d50d6dc	NCT00392392 records two different types of pain in its adverse events, in the abdomen and chest area, NCT00503906 does not record any types of pain in its participants. 	Entailment	Adverse Events 1:  Pain - Abdomen 1/29 (3.45%)  Pain - Chest 1/29 (3.45%)	Adverse Events 1:  Total: 8/29 (27.59%)  Leukopenia  [1]1/29 (3.45%)  Thrombocytopenia  [1]1/29 (3.45%)  Abscess  [1]1/29 (3.45%)  Breast Abscess 1/29 (3.45%)  Fever/Sepsis  [1]1/29 (3.45%)  Neutropenic Fever  [2]1/29 (3.45%)  Peripheral Neuropathy  [1]1/29 (3.45%)  Seizure/Syncope  [1]1/29 (3.45%)  Hematuria  [1]1/29 (3.45%)  UTI  [1]1/29 (3.45%)  Shortness of breath  [1]1/29 (3.45%)
156e29af-be08-4546-882b-78419f459d15	NCT00392392 records two different types of pain in its adverse events, in the cranial and foot area, NCT00503906 does not record any types of pain in its participants. 	Contradiction	Adverse Events 1:  Pain - Abdomen 1/29 (3.45%)  Pain - Chest 1/29 (3.45%)	Adverse Events 1:  Total: 8/29 (27.59%)  Leukopenia  [1]1/29 (3.45%)  Thrombocytopenia  [1]1/29 (3.45%)  Abscess  [1]1/29 (3.45%)  Breast Abscess 1/29 (3.45%)  Fever/Sepsis  [1]1/29 (3.45%)  Neutropenic Fever  [2]1/29 (3.45%)  Peripheral Neuropathy  [1]1/29 (3.45%)  Seizure/Syncope  [1]1/29 (3.45%)  Hematuria  [1]1/29 (3.45%)  UTI  [1]1/29 (3.45%)  Shortness of breath  [1]1/29 (3.45%)
6b47d37b-2532-45fc-ba0a-852d4b42a442	The adverse events in NCT00503906 where all equally prevalent, whereas in NCT01142661, progression of disease was reported as the most common event.	Entailment	Adverse Events 1:  Total: 8/29 (27.59%)  Leukopenia  [1]1/29 (3.45%)  Thrombocytopenia  [1]1/29 (3.45%)  Abscess  [1]1/29 (3.45%)  Breast Abscess 1/29 (3.45%)  Fever/Sepsis  [1]1/29 (3.45%)  Neutropenic Fever  [2]1/29 (3.45%)  Peripheral Neuropathy  [1]1/29 (3.45%)  Seizure/Syncope  [1]1/29 (3.45%)  Hematuria  [1]1/29 (3.45%)  UTI  [1]1/29 (3.45%)  Shortness of breath  [1]1/29 (3.45%)	Adverse Events 1:  Total: 7/9 (77.78%)  Febrile Neutropenia1/9 (11.11%)  Neutropenia1/9 (11.11%)  Tachycardia1/9 (11.11%)  Hematemesis1/9 (11.11%)  Small Bowel Obstruction1/9 (11.11%)  Pneumonia1/9 (11.11%)  Hypokalemia1/9 (11.11%)  Alcohol Poisoning1/9 (11.11%)  Progressive Disease4/9 (44.44%)
97130e8d-3f14-42f8-92dd-93617993980f	The adverse events in NCT00503906 where all equally prevalent, whereas in NCT01142661, alcohol poisoning was reported as the most common event.	Contradiction	Adverse Events 1:  Total: 8/29 (27.59%)  Leukopenia  [1]1/29 (3.45%)  Thrombocytopenia  [1]1/29 (3.45%)  Abscess  [1]1/29 (3.45%)  Breast Abscess 1/29 (3.45%)  Fever/Sepsis  [1]1/29 (3.45%)  Neutropenic Fever  [2]1/29 (3.45%)  Peripheral Neuropathy  [1]1/29 (3.45%)  Seizure/Syncope  [1]1/29 (3.45%)  Hematuria  [1]1/29 (3.45%)  UTI  [1]1/29 (3.45%)  Shortness of breath  [1]1/29 (3.45%)	Adverse Events 1:  Total: 7/9 (77.78%)  Febrile Neutropenia1/9 (11.11%)  Neutropenia1/9 (11.11%)  Tachycardia1/9 (11.11%)  Hematemesis1/9 (11.11%)  Small Bowel Obstruction1/9 (11.11%)  Pneumonia1/9 (11.11%)  Hypokalemia1/9 (11.11%)  Alcohol Poisoning1/9 (11.11%)  Progressive Disease4/9 (44.44%)
794ceb3e-d9bf-41e1-bdc0-7377a380d1bb	NCT01142661 does not accept patients with grade 1 alopecia.	Entailment	  Exclusion Criteria Subjects who meet any of the following criteria will be excluded from participation in the treatment protocol:  Existing anti-cancer therapy-related toxicities of Grade >/= 2, except that alopecia and Grade 2 neuropathy are acceptable.	
3edcf8c7-3348-485d-8ade-fb995fece900	NCT01142661 accepts patients with grade  3 neuropathy.	Contradiction	  Exclusion Criteria Subjects who meet any of the following criteria will be excluded from participation in the treatment protocol:  Existing anti-cancer therapy-related toxicities of Grade >/= 2, except that alopecia and Grade 2 neuropathy are acceptable.	
732cbaf2-0999-442a-8a8b-a569e0f5d027	Patients with undetermined  human epidermal growth factor receptor 2 expression cannot be accepted by either NCT02244580 or NCT01901146.	Entailment	Inclusion Criteria:  Estrogen receptor (ER), PgR and HER2 expression have been determined	Inclusion Criteria:  HER2 positive disease
695cc7c7-8bed-4660-a2c3-ef2933de4acf	Patients with undetermined estrogen receptor status can be accepted by both NCT02244580 and NCT01901146.	Contradiction	Inclusion Criteria:  Estrogen receptor (ER), PgR and HER2 expression have been determined	Inclusion Criteria:  HER2 positive disease  Known estrogen receptor (ER) and progesterone receptor (PR) hormone receptor status at study entry
7c975907-8319-4e23-9928-09c9af3740a1	Cohort 1 of NCT01901146 recorded more instances of Neutropenic fever than Cohort 1 of NCT00209092.	Entailment	Adverse Events 1:  Febrile neutropenia 3/364 (0.82%)	Adverse Events 1:  Febrile Neutropenia *0/25 (0.00%)
c284cf89-d7c5-49be-a97b-ce74b5b9c292	Cohort 1 of NCT01901146 recorded the same number of instances of Neutropenic fever as Cohort 1 of NCT00209092.	Contradiction	Adverse Events 1:  Febrile neutropenia 3/364 (0.82%)	Adverse Events 1:  Febrile Neutropenia *0/25 (0.00%)
2a4fc547-804c-4313-ba38-068a15f6d806	A patient with a cytologically confirmed breast cancer with a 5 millimeter greatest diameter on imaging would be accepted for NCT00209092, but not for NCT00631852.	Entailment	Inclusion Criteria:  Histologically or cytologically confirmed breast carcinoma.	Inclusion Criteria:  Patients with cytologically confirmed breast cancer with biopsy showing invasive or non-invasive (DCIS) at least 1.0 cm greatest diameter on imaging
26f62dfd-5aca-42d1-9d5c-3bba614b5f99	A patient with a Histologically confirmed breast cancer would be accepted for NCT00209092 and NCT00631852.	Contradiction	Inclusion Criteria:  Histologically or cytologically confirmed breast carcinoma.	Inclusion Criteria:  Patients with cytologically confirmed breast cancer with biopsy showing invasive or non-invasive (DCIS) at least 1.0 cm greatest diameter on imaging
3fa4aa52-2aa9-4d65-a049-2463fb34c9ff	Patients with hemophilia are excluded from NCT00631852.	Entailment	Exclusion Criteria:  active bleeding or a pathological condition that carries a high risk of bleeding	
65477d00-f4ac-4279-b3a6-2068a3ed5959	Patients may be forced to take part in NCT00193037 and NCT00631852, even against their consent, as long as it is in their best interests.	Contradiction	Inclusion Criteria:  ability and willingness to sign written consent	Inclusion Criteria:  Written informed consent
aed11fa0-0a3c-4a69-9720-c4b336b8d35d	None of the patients in Cohort 1 of NCT00193037 suffered from Hypotension.	Entailment	Adverse Events 1:  Hypotension 0/50 (0.00%)	
3ce8051e-19db-4658-8cfd-bfe0268102cf	10 of the patients in Cohort 1 of NCT00193037 suffered from Hypotension.	Contradiction	Adverse Events 1:  Hypotension 0/50 (0.00%)	
521e564c-eba3-4e10-8fe0-d340b6973f23	NCT00244933 does not monitor the occurrence of Hemoglobin C Disease in its adverse events.	Entailment	Adverse Events 1:  Total: 5/19 (26.32%)  Pain 3/19 (15.79%)  White blood cells (WBC) 5/19 (26.32%)  Hemoglobin (Hgb) 1/19 (5.26%)  Absolute neutrophil count (ANC) 5/19 (26.32%)  Platelets 3/19 (15.79%)  Elevated Aspartate Aminotransferase (AST) 1/19 (5.26%)  Elevated Alanine Aminotransferase (ALT) 1/19 (5.26%)  Dyspnea 3/19 (15.79%)	
